17:1,6,6,6,1,2,6,7,4,7,6,6,9,7,8,9,7,1,4,5,9,8,7,2,6,1,4,6,2,6
18:1,9,9,1,4,8,9,7,6,8,9,3,3,5,2,8,8,8,2,3,1,7,5,5,7,5,2,3,9,3
19:7,4,9,3,9,5,8,2,7,1,7,9,6,8,3,9,1,8,6,9,5,7,8,7,9,4,6,8,2,4
20:8,9,9,2,7,4,4,9,6,7,5,7,7,6,6,8,5,7,4,7,8,3,7,6,1,5,4,5,5,2
21:5,6,7,1,1,7,7,4,5,8,4,1,5,1,1,2,6,9,3,9,8,3,1,8,2,1,3,8,5,2
22:1,6,8,1,6,3,7,2,5,8,9,7,9,2,8,7,2,6,5,4,9,1,8,4,9,9,1,1,2,6
23:4,9,9,5,1,4,8,3,6,3,3,9,3,3,4,7,4,4,8,8,1,1,8,8,8,7,6,3,9,9
24:5,6,7,1,1,7,7,4,5,8,4,1,5,1,1,2,6,9,3,9,8,3,1,8,2,7,3,8,5,3
25:4,3,1,4,4,6,4,4,2,4,4,3,6,5,8,8,9,4,1,3,8,8,3,9,8,2,9,8,7,8
26:9,6,8,4,9,7,3,6,4,4,4,8,9,5,6,9,6,3,1,3,2,8,7,1,5,7,8,5,9,8
27:3,4,1,2,3,8,1,7,3,7,8,1,2,3,2,3,8,6,1,7,9,7,9,1,3,8,4,1,2,5
28:1,6,9,3,3,6,3,4,9,1,2,8,9,4,8,5,1,3,7,8,2,5,4,5,8,2,5,3,3,5
29:7,6,5,3,9,2,4,8,8,3,5,1,9,8,7,9,1,7,1,5,7,2,2,2,4,3,3,3,8,9
30:3,7,9,2,4,1,3,7,5,1,9,4,1,4,8,8,7,2,1,7,3,8,9,3,3,4,7,2,4,1
31:7,2,1,4,5,6,5,5,7,4,6,4,8,4,3,1,6,5,5,4,6,3,4,7,9,3,2,6,6,3
32:3,8,8,3,5,7,5,2,8,2,8,6,8,2,3,9,6,3,9,5,4,4,3,9,6,2,8,6,6,5
33:8,2,4,4,4,7,7,4,1,7,7,6,4,5,3,8,8,5,3,6,9,3,8,8,7,5,1,9,6,6
34:4,9,3,9,1,8,3,9,3,5,8,9,6,9,2,3,2,8,4,1,5,1,3,4,4,5,2,1,3,2
35:4,3,4,9,6,6,7,8,9,9,4,5,7,9,7,4,3,7,1,7,7,5,4,5,2,1,5,1,7,4
36:7,8,7,7,2,9,8,8,4,3,4,9,8,1,3,5,9,7,1,9,7,4,4,5,7,9,1,4,2,2
37:1,1,1,9,7,1,6,2,1,4,1,1,9,8,5,3,4,2,3,4,8,2,6,2,2,5,1,4,7,6
38:9,7,1,6,4,2,2,6,9,3,3,2,1,6,1,3,6,2,8,9,8,9,7,1,3,1,5,8,8,7
39:6,1,8,6,4,6,4,8,6,8,2,5,7,9,8,3,7,2,8,1,1,1,6,9,8,4,2,4,1,9
40:5,3,1,6,7,9,1,5,2,7,7,5,4,8,9,2,3,7,3,2,9,7,6,3,7,9,5,9,7,6
41:3,8,9,4,1,6,4,3,7,4,9,3,5,2,8,6,5,5,7,1,6,1,8,7,9,7,5,8,5,9
42:7,9,3,1,3,3,7,2,8,6,7,8,2,8,3,4,7,2,5,7,1,2,3,2,5,1,7,7,5,1
43:6,9,1,6,2,5,7,2,8,6,2,9,9,2,5,1,4,2,5,7,9,3,5,3,4,9,7,2,1,3
44:7,8,6,8,6,1,4,5,8,8,6,5,5,9,8,4,8,3,5,2,1,8,6,7,8,3,2,7,8,6
45:7,3,5,6,6,3,4,2,6,7,1,1,5,7,5,1,8,6,9,9,1,6,5,8,4,3,8,2,4,5
46:9,4,2,5,1,8,8,8,5,5,4,6,1,8,3,2,5,8,3,3,4,4,3,8,8,3,5,6,8,2
47:9,7,1,6,4,2,2,6,9,3,3,2,1,6,1,3,6,2,8,9,8,9,7,1,3,1,5,8,8,4
48:3,5,3,5,4,1,1,9,4,4,4,1,9,1,9,9,4,8,3,4,4,3,9,8,6,4,6,2,6,6
49:4,9,3,9,1,8,3,9,3,5,8,9,6,9,2,3,2,8,4,1,5,1,3,4,4,5,2,1,3,1
50:4,2,5,2,6,3,7,2,8,8,4,2,2,8,3,9,1,4,4,3,7,1,2,2,1,6,9,4,2,2
51:7,3,5,5,8,1,8,3,7,7,6,2,1,1,9,8,9,1,7,4,5,2,3,2,3,5,4,8,1,6
52:2,3,5,5,4,8,7,3,6,1,7,7,9,1,8,7,5,6,9,9,1,7,6,5,1,3,3,4,9,7
53:2,2,5,6,1,9,1,4,9,3,1,2,9,7,3,5,9,2,4,1,8,1,6,7,3,5,6,7,2,1
54:4,4,9,3,2,1,3,5,9,1,8,8,4,3,9,7,7,1,8,3,3,8,7,2,3,7,4,2,8,3
55:4,2,3,9,1,4,3,6,4,6,8,9,4,2,4,9,6,3,3,3,1,2,7,5,1,8,4,3,2,4
56:8,8,3,7,7,4,1,8,2,5,1,8,7,1,2,7,8,8,2,3,5,5,1,9,4,2,9,6,5,4
57:7,5,9,1,9,9,5,3,1,5,5,9,8,1,2,9,8,6,4,3,8,5,7,5,6,2,8,9,8,8
58:6,1,8,6,4,6,4,8,6,8,2,5,7,9,8,3,7,2,8,7,1,1,6,9,8,4,2,4,1,9
59:1,8,4,9,9,9,2,5,1,2,6,3,1,3,9,1,3,8,2,5,7,9,8,5,5,8,4,9,6,5
60:4,6,6,6,1,2,6,7,4,7,6,6,9,7,8,9,7,1,4,5,9,8,7,2,6,1,4,6,2,9
61:8,2,6,6,3,7,5,4,4,9,1,5,7,2,5,7,4,2,5,7,5,5,9,8,7,6,3,9,5,1
62:7,3,6,9,8,6,3,6,2,4,1,4,8,6,2,6,6,9,2,2,7,2,9,2,1,2,1,5,4,9
63:5,1,1,4,9,4,5,4,5,2,9,8,8,2,5,3,3,7,1,6,1,7,2,6,2,2,2,2,4,2
64:9,4,2,5,1,8,8,8,5,5,4,6,1,8,3,2,5,8,3,3,4,4,7,8,8,3,5,6,8,5
65:8,3,5,6,4,4,3,9,7,3,4,1,6,2,3,5,2,6,5,2,7,1,5,2,6,2,2,4,3,5
66:3,7,3,8,6,4,5,7,8,6,7,1,1,8,2,4,1,1,2,5,9,2,3,6,6,3,5,7,9,9
67:2,2,7,1,9,2,9,1,7,9,7,5,7,7,8,2,2,4,9,2,5,8,5,3,8,3,3,8,4,8
68:1,9,6,3,1,9,3,9,1,1,4,8,3,9,8,9,4,4,2,3,1,8,2,3,1,3,5,4,3,3
69:6,5,7,2,4,2,1,9,7,3,5,9,7,6,7,1,1,8,8,1,2,9,4,2,3,5,3,9,9,1
70:5,3,1,3,4,9,5,6,5,1,8,6,9,7,2,6,7,2,6,6,9,2,1,4,5,1,8,2,4,8
71:7,8,4,3,2,2,9,1,6,5,3,4,2,8,4,5,9,8,1,1,5,3,7,7,8,6,3,6,6,1
72:3,4,6,7,8,3,8,7,2,3,3,3,6,8,2,4,2,1,5,4,3,1,9,8,6,3,8,3,3,2
73:1,1,9,1,3,2,4,7,3,6,3,4,9,9,1,9,5,7,5,9,7,4,9,1,5,4,7,9,4,5
74:1,5,5,9,5,5,7,4,3,3,1,4,6,9,3,7,8,6,4,2,7,7,3,3,6,2,2,2,4,8
75:2,4,8,3,6,9,5,3,8,4,4,4,8,3,4,8,5,1,8,9,1,5,9,6,4,8,6,3,4,5
76:5,6,1,9,4,7,2,9,2,3,6,1,2,3,5,2,2,2,5,1,1,5,6,8,3,3,1,9,4,8
77:7,5,3,3,2,4,6,6,6,1,4,9,7,9,2,6,1,8,2,8,8,6,3,7,3,7,5,8,3,2
78:4,9,9,5,5,4,8,3,6,3,3,9,3,3,4,7,4,4,8,8,1,1,8,8,8,7,6,3,9,9
79:2,3,9,6,5,9,7,6,4,5,1,8,7,3,5,9,8,7,4,6,7,3,2,5,1,3,4,2,9,7
80:9,1,8,2,2,6,3,6,5,9,7,2,5,8,2,8,6,7,5,6,5,6,7,6,2,6,4,6,3,1
81:2,3,4,9,5,3,9,6,2,1,8,5,6,4,4,1,5,9,3,8,8,7,3,4,9,6,5,5,6,3
82:1,6,6,7,1,9,9,8,3,5,7,1,2,8,1,8,3,7,9,5,3,3,8,7,3,3,3,1,5,2
83:3,7,3,4,3,7,3,1,1,2,2,9,7,4,4,2,3,9,3,9,5,7,1,7,1,4,4,3,2,4
84:4,4,5,4,5,9,9,2,2,9,8,2,9,2,9,6,2,4,4,4,1,1,1,4,5,2,4,7,8,2
85:4,3,5,2,2,7,6,5,5,7,2,4,4,1,9,4,2,2,5,8,4,9,9,4,7,6,7,4,5,5
86:8,9,3,7,2,6,5,7,5,8,5,3,3,2,5,7,3,1,4,1,1,2,7,3,7,3,4,8,9,6
87:7,4,3,1,5,8,3,2,2,5,1,8,3,8,6,1,9,1,6,3,2,1,4,2,3,7,6,2,1,3
88:2,1,9,4,8,7,1,6,6,7,5,7,5,2,9,1,1,9,5,4,1,4,3,9,1,6,2,1,2,7
89:9,9,2,8,3,2,9,6,8,8,1,8,7,2,4,3,7,8,7,8,6,5,8,1,4,5,8,5,3,2
90:9,7,3,4,8,1,8,4,8,3,6,4,7,7,7,5,9,5,2,2,4,5,5,5,1,8,5,3,4,6
91:9,5,6,1,3,6,8,5,3,4,9,2,2,9,8,1,8,7,3,2,7,1,3,1,2,1,1,7,5,5
92:2,9,4,5,2,7,3,3,2,4,1,3,7,9,2,5,8,5,2,1,3,8,6,6,2,3,3,4,2,8
93:1,4,9,5,6,5,6,9,2,2,6,5,4,5,7,6,7,7,7,4,1,9,9,2,9,2,8,6,2,8
94:4,3,5,2,2,7,6,5,5,7,2,4,4,1,9,4,2,2,5,8,4,9,9,5,7,6,7,4,5,5
95:5,5,1,6,4,8,6,1,7,6,6,9,5,9,8,9,7,2,7,6,3,5,8,3,3,9,6,6,4,8
96:3,4,1,2,3,8,1,7,3,7,8,1,6,3,2,3,8,6,1,7,9,7,9,1,3,8,4,1,2,5
97:6,6,1,9,3,3,8,7,9,8,8,6,8,4,5,1,7,9,1,2,1,2,4,7,8,7,3,5,8,5
98:2,4,5,1,5,7,7,2,4,3,9,7,9,1,8,6,6,8,7,9,2,3,8,5,2,4,8,5,5,7
99:4,6,3,5,4,9,2,9,3,2,3,7,9,7,9,6,2,1,7,9,7,6,3,9,9,8,9,6,2,8
100:6,4,1,2,8,3,8,1,5,4,8,4,9,9,2,1,1,5,4,7,3,4,4,8,3,7,3,1,1,9
101:5,6,4,6,8,4,3,9,8,1,8,4,5,1,4,1,7,1,5,2,5,2,2,4,2,6,1,9,8,3
102:4,8,9,8,6,3,5,8,5,7,1,5,9,2,4,6,2,7,7,2,6,9,9,7,9,6,4,4,2,7
103:7,4,6,2,3,9,6,7,9,7,9,9,4,3,9,9,1,8,3,7,7,2,9,6,7,6,4,6,4,9
104:8,2,3,5,9,7,6,8,8,7,4,1,5,4,1,7,8,6,7,5,6,8,8,8,5,2,6,5,7,7
105:2,4,1,5,9,1,1,1,2,3,6,8,6,6,3,9,1,4,2,9,4,4,5,1,1,4,7,5,4,3
106:3,9,6,1,5,6,3,3,9,5,6,2,6,8,3,4,7,4,4,2,4,9,6,2,7,8,5,2,4,4
107:9,6,9,7,6,6,7,7,5,4,8,4,7,4,9,5,2,5,8,5,2,5,1,7,5,9,8,1,7,9
108:5,9,9,4,3,8,2,4,8,4,6,2,2,7,8,6,2,6,9,4,6,6,1,8,7,2,3,7,3,3
109:6,3,4,8,9,7,8,3,8,6,4,8,7,5,2,7,8,3,6,6,2,4,1,9,1,7,2,7,8,1
110:3,7,3,4,3,7,3,1,1,2,2,9,7,9,4,2,3,9,3,9,5,7,1,7,1,4,4,3,2,5
111:1,5,8,2,9,2,3,7,9,9,6,5,4,1,8,1,5,5,6,1,7,9,9,8,9,3,2,5,4,5
112:2,1,4,4,5,7,8,1,6,7,2,4,7,9,5,6,6,1,3,3,5,8,8,3,7,8,9,9,6,7
113:1,9,7,3,3,3,2,1,1,8,8,9,5,6,1,7,1,3,2,7,5,3,5,1,3,3,4,6,3,3
114:1,2,3,9,1,4,3,6,4,6,8,9,4,2,4,9,6,3,3,3,1,2,7,5,1,8,4,3,2,1
115:4,9,9,5,5,4,8,3,6,3,3,9,3,3,4,7,4,4,8,8,1,1,8,8,8,7,6,3,9,9
116:5,3,1,6,7,9,1,5,2,7,9,5,4,8,9,2,3,7,3,2,9,7,6,3,7,9,5,9,7,1
117:4,1,3,7,8,2,1,5,1,1,7,9,9,2,7,6,5,5,5,4,2,6,4,2,1,2,8,9,8,3
118:9,3,7,3,1,3,5,3,1,6,6,8,1,3,6,5,3,6,7,4,4,8,3,8,8,5,5,8,7,4
119:6,4,8,3,6,6,1,9,4,8,2,2,3,3,4,9,3,6,3,4,7,2,4,2,2,7,4,9,5,8
120:3,8,8,3,5,7,5,2,8,2,8,6,8,2,3,9,6,3,9,5,3,4,3,9,6,2,8,6,6,4
121:4,1,2,2,5,9,3,1,9,8,8,3,8,5,8,6,9,3,6,2,4,5,6,4,9,3,3,2,4,8
122:8,1,3,7,8,5,4,6,3,1,6,9,6,9,8,4,5,2,4,3,4,2,8,6,4,1,8,6,3,4
123:7,5,4,4,3,7,4,8,5,9,4,1,9,7,4,1,5,9,6,8,9,8,9,1,2,7,9,6,3,6
124:9,1,2,2,9,7,2,2,4,4,1,6,7,3,7,5,7,7,3,1,6,1,8,1,4,2,2,1,8,4
125:8,5,4,5,8,5,5,6,2,7,7,6,1,5,9,2,3,3,6,9,3,9,5,4,4,5,9,7,5,3
126:7,7,9,8,6,6,4,1,6,8,6,2,6,9,8,7,7,2,4,2,9,3,3,6,8,3,1,6,4,1
127:6,9,3,9,3,7,6,6,6,7,3,5,1,8,9,6,3,8,7,6,5,2,8,2,1,6,5,9,4,5
128:1,4,9,5,6,5,6,9,2,2,6,2,4,5,7,6,7,7,7,4,1,9,9,2,9,2,8,6,2,8
129:1,9,6,3,1,9,3,9,1,1,4,8,3,9,8,9,4,4,2,3,1,8,2,3,1,3,5,4,3,2
130:4,5,6,7,2,9,1,6,7,9,5,2,5,8,4,8,7,3,2,7,2,8,1,2,6,9,5,1,8,6
131:7,1,6,3,2,4,5,3,3,3,9,2,9,1,4,5,7,4,6,8,4,7,3,7,5,1,5,9,5,9
132:2,9,2,7,6,5,5,6,4,2,5,7,2,3,9,1,5,7,5,9,2,4,7,5,9,6,9,4,5,1
133:4,1,2,2,5,9,3,1,9,8,8,3,8,5,8,6,9,3,6,2,4,5,6,4,9,3,3,2,4,6
134:7,1,1,5,7,7,3,4,9,9,2,1,2,3,6,9,7,4,3,4,9,2,6,9,9,4,6,3,2,2
135:3,7,6,5,2,4,9,2,2,2,9,1,1,3,1,2,5,6,9,3,4,4,7,5,4,8,4,8,8,3
136:5,9,8,8,4,9,5,3,5,2,9,7,3,8,2,9,8,4,3,2,7,1,7,2,7,4,7,3,2,1
137:3,9,5,8,1,3,5,9,2,2,5,1,6,8,2,3,6,5,9,2,2,6,4,8,9,2,2,7,9,8
138:3,7,3,8,6,4,5,7,8,6,7,1,1,8,2,4,1,1,2,5,9,2,3,6,6,3,5,7,9,8
139:9,7,1,6,4,2,2,6,9,9,3,2,1,6,1,3,6,2,8,9,8,9,7,1,3,1,5,8,8,7
140:7,3,7,7,3,8,6,8,3,4,4,8,3,3,3,9,1,7,7,4,5,3,8,2,4,2,3,3,1,3
141:2,5,6,3,3,1,2,2,5,2,8,4,6,1,8,6,3,5,9,8,7,1,7,5,5,3,9,2,5,1
142:3,9,1,9,6,2,2,7,5,5,8,7,8,6,1,7,4,5,4,4,5,4,7,2,1,6,7,8,6,8
143:1,9,9,1,4,8,9,7,6,8,9,3,3,3,2,8,8,8,2,3,1,7,5,5,7,5,2,3,9,3
144:2,5,3,7,7,2,4,1,1,8,7,2,8,4,4,2,3,2,7,5,4,6,2,3,2,3,2,5,3,8
145:9,6,8,9,5,5,5,2,8,8,3,6,3,9,5,2,2,6,4,4,5,5,3,1,2,9,7,6,3,1
146:7,2,6,5,9,6,5,1,2,8,8,6,2,4,6,7,7,9,7,3,3,3,3,5,9,4,7,6,7,3
147:4,7,3,2,7,5,6,7,6,7,4,2,1,1,8,2,5,2,4,6,9,1,2,2,1,6,1,9,4,3
148:2,6,7,3,1,9,7,7,3,9,2,2,1,9,4,3,2,1,2,8,7,8,1,7,8,5,1,3,6,7
149:4,7,4,1,5,5,4,3,5,2,1,2,1,6,3,1,3,5,9,6,2,1,7,7,3,7,1,6,5,6
150:1,5,3,8,5,7,8,2,7,5,6,8,1,6,8,8,2,4,9,9,4,8,6,8,5,3,3,3,5,6
151:5,1,1,4,9,4,5,4,5,2,9,8,8,2,5,3,3,7,1,1,1,7,2,6,2,2,2,2,4,9
152:6,5,7,2,4,2,1,9,7,3,5,9,7,6,7,1,1,8,8,1,6,9,4,2,3,5,3,9,9,1
153:7,1,7,2,2,3,1,4,2,5,5,5,2,4,5,2,1,3,8,6,1,4,2,2,8,8,4,4,7,9
154:2,4,5,1,5,7,7,2,4,3,9,7,9,1,8,6,6,8,7,9,2,3,5,5,2,4,8,5,5,2
155:3,4,8,6,8,3,9,5,5,5,5,3,1,3,5,9,6,5,9,1,7,8,6,2,4,9,2,4,4,8
156:4,7,4,1,5,5,4,3,5,2,1,2,1,6,3,1,3,5,9,6,2,1,7,7,3,7,1,6,5,6
157:3,1,3,9,3,2,3,5,6,1,1,4,9,2,1,4,4,6,1,6,7,1,8,1,6,8,5,6,6,9
158:6,5,8,1,7,9,6,2,9,1,5,5,3,6,1,1,6,2,3,9,9,1,9,5,3,6,1,9,2,8
159:1,7,5,1,1,7,9,7,6,1,4,5,1,2,5,1,7,3,6,6,3,5,2,8,4,8,2,7,5,4
160:9,5,6,1,3,6,8,5,3,4,9,2,2,9,8,1,8,7,3,2,7,1,3,1,2,1,1,7,5,6
161:1,6,9,3,3,6,3,4,9,1,2,8,9,4,8,5,1,3,7,8,2,5,4,5,8,2,5,3,3,4
162:7,4,2,5,8,4,2,6,9,1,4,6,3,9,3,8,4,3,8,6,4,4,7,1,5,4,7,9,1,3
163:4,6,3,8,2,5,4,1,7,8,8,2,5,6,3,5,5,6,3,2,7,6,4,6,2,2,7,5,9,8
164:2,4,8,3,6,9,5,3,8,4,4,4,8,3,4,8,5,1,8,9,1,5,9,6,4,8,6,3,1,5
165:6,4,8,3,6,6,1,9,4,8,2,2,3,3,4,9,3,6,3,4,7,2,4,2,2,7,4,9,5,9
166:2,9,4,5,2,7,3,3,2,4,1,3,7,9,2,5,8,5,2,1,3,8,5,6,2,3,3,4,2,8
167:3,5,2,2,5,2,4,6,1,6,5,7,5,6,5,9,9,6,5,2,4,1,7,2,3,8,1,6,1,2
168:6,9,6,1,6,4,3,4,8,1,3,7,9,5,8,5,9,5,8,2,4,1,1,4,2,9,9,9,2,8
169:4,3,7,5,7,6,9,1,1,2,7,2,2,1,1,1,6,4,5,3,2,7,1,7,1,7,4,9,8,5
170:7,1,4,1,2,3,6,7,7,8,3,2,4,9,4,9,3,3,4,9,9,9,3,6,1,8,4,8,8,3
171:1,4,8,1,2,7,9,2,5,2,9,2,4,5,4,7,9,6,7,2,8,2,4,9,2,3,8,8,1,2
172:7,3,4,6,7,9,2,3,7,4,1,4,1,7,4,1,3,3,3,3,7,8,1,6,6,7,6,3,6,2
173:1,8,4,7,5,9,8,8,6,8,4,9,7,7,6,9,8,8,8,3,7,2,8,9,8,5,6,6,9,1
174:9,6,9,7,6,6,7,7,5,4,8,4,7,4,9,5,2,5,8,5,2,5,1,7,5,9,8,1,7,2
175:9,1,8,2,2,6,3,6,8,9,7,2,5,8,2,8,6,7,5,6,5,6,7,6,2,6,4,6,3,2
176:4,6,3,7,7,3,2,7,6,7,6,1,5,4,3,8,5,5,8,7,7,1,3,7,8,2,5,4,2,2
177:3,5,3,5,4,1,1,9,4,4,4,1,9,1,9,9,4,8,3,4,4,5,9,8,6,4,6,2,6,2
178:2,9,2,7,6,5,5,6,4,2,5,7,2,3,9,1,5,7,5,9,3,4,7,5,9,6,9,4,5,7
179:4,9,3,9,1,8,3,9,3,5,8,9,6,9,2,3,2,8,4,1,5,1,3,4,4,5,2,1,3,2
180:3,7,3,4,3,7,3,1,1,2,2,9,7,4,4,2,3,9,3,9,5,7,1,7,1,4,4,3,2,5
181:1,4,9,5,6,5,6,9,2,2,6,2,4,5,7,6,7,7,7,4,1,9,9,2,9,2,8,6,2,3
182:5,5,4,7,2,2,2,2,1,4,4,8,4,1,5,3,7,1,2,2,7,5,4,2,6,6,9,3,8,5
183:2,8,3,2,5,6,3,6,3,3,2,3,2,1,1,6,1,3,1,2,5,2,7,6,3,7,9,2,4,2
184:8,5,8,9,9,8,4,5,9,9,1,1,3,8,3,6,1,1,9,9,2,3,3,1,4,6,7,2,9,3
185:2,8,3,2,5,6,3,6,3,3,2,3,2,1,1,6,1,3,1,2,5,2,7,6,3,7,6,2,4,2
186:2,3,4,3,2,4,5,6,7,4,9,6,5,6,8,5,1,6,9,1,8,8,8,8,2,1,7,6,6,6
187:6,2,2,2,8,3,2,2,1,8,4,9,2,5,4,6,6,7,5,6,5,8,6,3,6,7,2,9,3,6
188:9,8,9,4,9,2,2,8,5,4,9,4,8,7,5,9,4,1,4,6,1,6,7,7,7,6,3,4,4,6
189:5,6,7,1,1,7,7,4,5,8,4,1,5,1,1,2,6,9,3,9,8,3,1,8,2,1,3,8,5,3
190:9,6,8,9,5,5,5,2,8,8,3,6,3,9,5,2,2,6,4,4,5,5,3,1,2,9,7,6,3,2
191:7,5,3,4,4,8,5,8,8,4,9,8,6,4,7,7,9,4,2,8,7,1,6,2,8,7,6,3,9,5
192:7,3,5,5,8,1,8,3,7,7,6,2,1,1,9,8,9,1,7,4,5,2,3,2,3,5,4,8,1,5
193:5,9,8,4,5,2,2,4,1,7,7,3,6,6,3,9,3,2,7,4,5,2,6,2,8,8,9,4,6,6
194:7,6,1,8,9,5,8,3,9,4,2,1,8,5,2,2,7,3,2,6,9,9,9,2,3,3,1,4,8,4
195:9,8,3,2,4,9,2,4,9,6,5,7,1,8,6,7,9,8,4,1,2,4,5,7,7,2,4,3,6,8
196:1,7,7,6,7,3,4,1,1,3,1,4,7,9,3,7,6,3,1,3,8,6,2,8,6,9,9,7,7,2
197:4,6,3,9,9,5,7,5,8,7,8,7,1,2,8,2,2,5,5,1,9,8,7,8,6,1,9,8,7,7
198:2,5,7,1,8,7,9,3,2,8,8,1,5,9,8,1,7,8,8,3,3,3,4,6,5,2,6,7,9,1
199:3,8,7,1,6,5,8,2,7,3,4,7,4,2,3,8,5,3,5,3,4,3,4,1,8,9,9,8,6,6
200:1,2,5,7,9,1,2,9,1,6,8,6,9,4,3,7,4,5,3,6,4,8,5,4,3,1,2,5,1,4
201:8,1,3,7,8,5,4,2,3,1,6,9,6,9,8,4,5,2,4,3,4,2,8,6,4,1,8,6,3,4
202:5,5,1,5,9,8,6,3,4,7,6,7,7,8,3,8,7,5,8,5,4,7,3,4,9,2,4,3,3,3
203:4,2,3,9,1,4,3,6,4,6,8,9,4,2,4,9,6,3,3,3,1,2,7,5,1,8,4,3,2,1
204:7,2,1,4,5,6,5,5,7,4,6,4,8,4,3,1,6,5,5,4,6,2,4,7,9,3,2,6,6,3
205:4,3,4,9,6,6,7,8,9,9,4,5,7,9,7,4,3,7,1,7,7,5,4,5,2,1,5,1,7,4
206:8,7,8,3,6,2,5,3,7,2,5,6,8,8,1,3,9,6,2,2,2,1,6,2,1,6,4,3,8,7
207:7,1,9,3,4,5,4,3,5,3,7,9,4,1,4,1,2,6,5,2,2,7,9,4,9,6,4,7,3,9
208:4,3,4,9,6,6,7,8,9,9,6,5,7,9,7,4,3,7,1,7,7,5,4,5,2,1,5,1,7,4
209:7,3,4,6,7,9,2,3,7,4,1,4,1,7,4,1,3,3,3,3,7,8,1,6,6,7,6,3,6,9
210:1,6,8,4,7,3,2,8,2,8,4,5,1,6,6,3,3,5,8,6,6,2,6,5,3,1,7,5,7,6
211:8,2,6,6,3,7,5,4,4,9,1,5,7,2,7,7,4,2,5,7,5,5,9,8,7,6,3,9,5,9
212:7,1,4,1,2,3,6,7,7,8,3,2,4,9,4,9,3,3,4,9,9,7,3,6,1,8,4,8,8,3
213:2,9,4,5,2,7,3,3,2,4,1,3,7,9,2,5,8,5,2,1,3,8,5,6,2,3,3,4,2,4
214:6,8,9,5,6,9,6,7,9,7,5,8,2,9,1,6,6,4,8,3,9,7,2,7,1,3,7,5,4,7
215:2,1,4,4,8,7,1,6,6,7,5,7,5,2,9,1,1,9,5,4,1,4,3,9,1,6,2,1,2,7
216:1,5,4,4,3,7,4,8,5,9,4,1,9,7,4,1,5,9,6,8,9,8,9,1,2,7,9,6,3,7
217:9,5,6,1,3,6,8,5,3,4,9,2,2,9,8,1,8,7,3,2,7,1,3,1,2,6,1,7,5,6
218:8,3,8,5,2,2,8,8,3,3,9,8,3,8,3,3,8,2,8,3,3,7,8,3,5,5,7,7,3,8
219:1,4,7,2,7,8,9,3,4,5,3,3,3,3,2,8,4,1,1,8,7,9,3,5,3,5,5,6,3,6
220:7,8,4,1,1,4,9,6,6,4,6,8,9,6,1,3,2,5,4,6,3,1,8,4,3,3,2,3,1,7
221:2,5,8,2,5,3,6,4,2,1,2,7,3,5,4,6,7,9,4,1,4,2,8,9,6,8,8,3,7,7
222:1,3,8,2,8,4,9,9,8,1,1,4,7,9,3,6,4,7,2,7,7,1,4,4,4,2,2,9,4,7
223:3,4,3,8,1,2,9,6,5,7,1,7,3,3,7,4,4,9,2,5,5,4,1,2,4,3,4,7,4,2
224:7,4,6,2,9,9,1,5,8,9,5,9,1,3,8,5,3,7,9,9,6,8,2,3,2,9,6,1,2,1
225:1,7,1,7,3,3,3,8,5,2,6,2,4,4,5,2,2,5,5,7,4,6,8,8,3,2,2,5,8,6
