4811865,571218,1144
4909272,668481,1702
4909272,670805,931
4909272,671993,625
4931039,690034,1789
4931039,693477,1097
4958267,717508,1656
4958267,719760,659
5037420,637633,1579
5037420,799865,1846
5065919,666354,1475
5065919,668386,801
5065919,670332,1895
5077495,677536,1718
5173778,773765,1532
5173778,775858,988
5173778,777122,1904
5259277,687720,1298
5259277,863579,1595
5278182,668525,1399
5278182,708674,860
5342025,604759,1338
5342025,736647,1022
5425284,688110,1632
5425284,690727,734
5425284,692062,1210
5470663,733244,1684
5516573,779423,1365
5516573,781828,903
5516573,782622,887
5566695,728657,1412
5566695,832870,1268
5638904,800756,1403
5638904,802625,926
5690321,852028,1743
5690321,855449,753
5760300,922200,1668
5760300,923923,942
5760300,926295,1104
5811890,870057,1212
5901338,959461,1321
5901338,961933,720
5901338,963979,1828
5968369,1026160,1811
5968369,1031038,874
6044814,949166,1527
6044814,1104625,674
6104752,888896,1665
6104752,1012606,828
6180201,813434,1417
6180201,966998,506
6180201,968070,1894
6209622,843032,1249
6259201,792533,1823
6259201,894601,731
6259201,896360,1751
6283628,768270,1352
6283628,821293,1909
6348764,833662,1338
6348764,836089,943
6389450,874270,1188
6389450,878821,1114
6468762,953325,1577
6468762,955179,960
6468762,957684,644
6565242,856270,1174
6600565,820978,1165
6600565,894166,740
6600565,894931,1539
6657864,878139,1532
6657864,881058,1203
6736330,799099,1094
6736330,959144,985
6800520,734615,1801
6800520,866639,964
6837975,772025,1619
6837975,774749,805
6837975,776219,1497
6865372,744024,1591
6928135,681249,1273
6928135,808980,909
6928135,811146,1054
6952012,705184,1435
6952012,709437,1812
6984013,737080,1364
6984013,739459,536
7008525,761329,1612
7008525,764708,685
7044645,724532,1479
7044645,799514,792
7044645,801265,1464
7076359,756214,1292
7174696,854316,1565
7174696,856790,513
7174696,858774,986
7241557,921269,1644
7241557,925044,525
7306320,855663,1609
7306320,988524,863
7337665,886855,1627
7337665,890357,1496
7401936,951562,1087
7401936,953905,979
7401936,954483,551
7472396,1021607,1851
7521973,971124,1894
7521973,1073414,923
7521973,1074976,892
7592877,1042035,1565
7592877,1045329,704
7661978,1111512,1510
7661978,1113292,722
7674119,1123566,1438
7674119,1127214,564
7765622,1031311,1645
7765622,1216741,502
7765622,1218553,1680
7833238,962448,2793
